"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","143","","","","","","Retrieve a specific book by ID","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","129","","","","","","Update a book with existing book title","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"passed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","120","","","","","","Retrieve a non-existent book by ID","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:19 GMT 2025","90","","","","","","Update the book with user level credentials","As a user
    I should not be able to update a book using the API
    So that only authorized users can update books"
"failed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","94","","","","","","Create a book with whitespace titles","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 16:48:15 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","739","","","","","","DELETE Happy Path","As an admin
  I want to delete a book using the API
  So that the book is removed from the system"
"failed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","126","","","","","","Update a non-existing book ID with a duplicate book title","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"failed","Fri Jan 03 16:48:19 GMT 2025","Fri Jan 03 16:48:22 GMT 2025","3634","","","","","","User tries to add an ""Out of Stock"" product to the cart from the product list page","As a user  
  I want to be prevented from adding out-of-stock products to the cart  
  So that I do not mistakenly purchase unavailable items"
"failed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","95","","","","","","Create a book without a title","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","111","","","","","","DELETE Non-existent Book","As an admin
  I want to delete a book using the API
  So that the book is removed from the system"
"failed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","128","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"passed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","39","","","","","","DELETE by Non-logged-in User","As a user
  I want to delete a book using the API
  So that I can test access control for deletion"
"passed","Fri Jan 03 16:49:52 GMT 2025","Fri Jan 03 16:49:54 GMT 2025","1840","","","","","","Successful registration with dynamic email","As a new user
  I want to register an account
  So that I can log in and use the platform"
"failed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","107","","","","","","DELETE by User","As a user
  I want to delete a book using the API
  So that I can test access control for deletion"
"passed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","14","","","","","","Attempt to create a book without being logged in","As a guest user
  I should not be able to create a new book using the API
  So that only authorized users can create books"
"failed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","93","","","","","","Retrieve a book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of a specific book"
"passed","Fri Jan 03 16:48:56 GMT 2025","Fri Jan 03 16:49:19 GMT 2025","22953","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"failed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","123","","","","","","Update a book with an empty author name","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"failed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","113","","","","","","Non-logged-in user access","As a guest user
    I should not be able to update a book using the API
    So that only authorized users can update books"
"passed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","92","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","194","","","","","","Update a non-existing book ID","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"passed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","170","","","","","","Successfully update an existing book","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"failed","Fri Jan 03 16:48:18 GMT 2025","Fri Jan 03 16:48:18 GMT 2025","173","","","","","","Update a book with book title containing leading and trailing whitespaces but an existing book title","As an admin 
    I want to update a book using API
    So that the updated book is stored in the system"
"failed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","98","","","","","","Create a book with numbers in the author field","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"broken","Fri Jan 03 16:48:22 GMT 2025","Fri Jan 03 16:48:56 GMT 2025","33786","","","","","","User comments on a blog post and replies to their comment","As a user
  I want to view, comment, and reply on a blog post
  So that I can engage with the content and community"
"passed","Fri Jan 03 16:49:54 GMT 2025","Fri Jan 03 16:50:11 GMT 2025","17656","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","108","","","","","","Successfully create a new book","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 16:48:16 GMT 2025","Fri Jan 03 16:48:16 GMT 2025","174","","","","","","Retrieve all books","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 16:49:19 GMT 2025","Fri Jan 03 16:49:52 GMT 2025","33036","","","","","","Successfully checkout a cart","As a user
  I want to complete the checkout process
  So that I can purchase items in my cart"
"passed","Fri Jan 03 16:50:11 GMT 2025","Fri Jan 03 16:50:21 GMT 2025","9102","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"passed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","99","","","","","","Insert the same book multiple times","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 16:48:17 GMT 2025","Fri Jan 03 16:48:17 GMT 2025","87","","","","","","Create a book without an author","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
