"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","135","","","","","","Retrieve a specific book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"failed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","108","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","114","","","","","","Retrieve a book by ID as a user","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Wed Jan 01 11:17:01 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","913","","","","","","Retrieve all books","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","96","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:04 GMT 2025","17","","","","","","Update a book with author name containing leading and trailing whitespaces","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","116","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","94","","","","","","Attempt to create a book without being logged in","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","97","","","","","","Create a book without an author","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Wed Jan 01 11:17:24 GMT 2025","Wed Jan 01 11:17:27 GMT 2025","3098","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"broken","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","61","","","","","","Successfully update an existing book","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","23","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","88","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Wed Jan 01 11:17:13 GMT 2025","Wed Jan 01 11:17:22 GMT 2025","8699","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"failed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","112","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","119","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","110","","","","","","Insert the same book multiple times","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","15","","","","","","Update a book with an empty author name","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","98","","","","","","Create a book with numbers in the author field","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Wed Jan 01 11:17:03 GMT 2025","Wed Jan 01 11:17:03 GMT 2025","123","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"broken","Wed Jan 01 11:17:04 GMT 2025","Wed Jan 01 11:17:04 GMT 2025","26","","","","","","Non-logged-in user access","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","116","","","","","","Retrieve a non-existent book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"failed","Wed Jan 01 11:17:04 GMT 2025","Wed Jan 01 11:17:13 GMT 2025","9728","","","","","","User tries to add an ""Out of Stock"" product to the cart from the product list page",""
"passed","Wed Jan 01 11:17:27 GMT 2025","Wed Jan 01 11:17:31 GMT 2025","3557","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"passed","Wed Jan 01 11:17:22 GMT 2025","Wed Jan 01 11:17:24 GMT 2025","2241","","","","","","Successful registration with dynamic email","As a new user
  I want to register an account
  So that I can log in and use the platform"
"passed","Wed Jan 01 11:17:02 GMT 2025","Wed Jan 01 11:17:02 GMT 2025","177","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
