"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 29 08:25:02 GMT 2024","Sun Dec 29 08:25:02 GMT 2024","121","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:25:03 GMT 2024","Sun Dec 29 08:25:08 GMT 2024","5619","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"passed","Sun Dec 29 08:25:02 GMT 2024","Sun Dec 29 08:25:03 GMT 2024","127","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:25:02 GMT 2024","Sun Dec 29 08:25:02 GMT 2024","111","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 08:25:03 GMT 2024","Sun Dec 29 08:25:03 GMT 2024","92","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:25:01 GMT 2024","Sun Dec 29 08:25:02 GMT 2024","768","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 08:25:02 GMT 2024","Sun Dec 29 08:25:02 GMT 2024","126","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 08:25:03 GMT 2024","Sun Dec 29 08:25:03 GMT 2024","102","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Sun Dec 29 08:25:02 GMT 2024","Sun Dec 29 08:25:02 GMT 2024","127","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 08:25:08 GMT 2024","Sun Dec 29 08:25:14 GMT 2024","5332","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
