"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Dec 27 15:45:51 GMT 2024","Fri Dec 27 15:45:51 GMT 2024","114","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","123","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","130","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","123","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","101","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","106","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Dec 27 15:45:52 GMT 2024","Fri Dec 27 15:45:57 GMT 2024","4924","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"failed","Fri Dec 27 15:45:51 GMT 2024","Fri Dec 27 15:45:52 GMT 2024","121","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Dec 27 15:45:51 GMT 2024","Fri Dec 27 15:45:51 GMT 2024","741","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
