"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","97","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","124","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Jan 03 08:46:27 GMT 2025","Fri Jan 03 08:46:47 GMT 2025","20864","","","","","","Successfully checkout a cart","As a user
  I want to complete the checkout process
  So that I can purchase items in my cart"
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","96","","","","","","Insert the same book multiple times","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","157","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","183","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Jan 03 08:46:47 GMT 2025","Fri Jan 03 08:46:50 GMT 2025","2218","","","","","","Successful registration with dynamic email","As a new user
  I want to register an account
  So that I can log in and use the platform"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","128","","","","","","Non-logged-in user access","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Jan 03 08:46:53 GMT 2025","Fri Jan 03 08:46:57 GMT 2025","4367","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"failed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","101","","","","","","Create a book with whitespace titles","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","149","","","","","","Successfully update an existing book","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Fri Jan 03 08:46:10 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","106","","","","","","Create a book without a title","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:18 GMT 2025","5419","","","","","","User tries to add an ""Out of Stock"" product to the cart from the product list page","As a user  
  I want to be prevented from adding out-of-stock products to the cart  
  So that I do not mistakenly purchase unavailable items"
"failed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","94","","","","","","Create a book without an author","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","94","","","","","","Create a book with numbers in the author field","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 08:46:50 GMT 2025","Fri Jan 03 08:46:53 GMT 2025","3108","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Fri Jan 03 08:46:10 GMT 2025","Fri Jan 03 08:46:10 GMT 2025","117","","","","","","Retrieve a specific book by ID","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 08:46:09 GMT 2025","Fri Jan 03 08:46:10 GMT 2025","768","","","","","","Retrieve all books","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 08:46:10 GMT 2025","Fri Jan 03 08:46:10 GMT 2025","105","","","","","","Retrieve a non-existent book by ID","As an admin
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Fri Jan 03 08:46:10 GMT 2025","Fri Jan 03 08:46:10 GMT 2025","129","","","","","","Successfully create a new book","As an admin
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","222","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","144","","","","","","Update a book with book title containing leading and trailing whitespaces but an existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","153","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Fri Jan 03 08:46:10 GMT 2025","Fri Jan 03 08:46:10 GMT 2025","102","","","","","","Retrieve a book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of a specific book"
"failed","Fri Jan 03 08:46:12 GMT 2025","Fri Jan 03 08:46:12 GMT 2025","157","","","","","","Update a book with an empty author name","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Fri Jan 03 08:46:18 GMT 2025","Fri Jan 03 08:46:27 GMT 2025","8671","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"passed","Fri Jan 03 08:46:11 GMT 2025","Fri Jan 03 08:46:11 GMT 2025","25","","","","","","Attempt to create a book without being logged in","As a guest user
  I should not be able to create a new book using the API
  So that only authorized users can create books"
