"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 11:38:20 GMT 2024","Thu Dec 26 11:38:26 GMT 2024","5677","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Thu Dec 26 11:38:18 GMT 2024","Thu Dec 26 11:38:19 GMT 2024","730","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Thu Dec 26 11:38:20 GMT 2024","Thu Dec 26 11:38:20 GMT 2024","118","","","","","","Update the book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"broken","Thu Dec 26 11:38:20 GMT 2024","Thu Dec 26 11:38:20 GMT 2024","118","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Thu Dec 26 11:38:19 GMT 2024","Thu Dec 26 11:38:19 GMT 2024","115","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Thu Dec 26 11:38:20 GMT 2024","Thu Dec 26 11:38:20 GMT 2024","91","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Dec 26 11:38:20 GMT 2024","Thu Dec 26 11:38:20 GMT 2024","97","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Thu Dec 26 11:38:19 GMT 2024","Thu Dec 26 11:38:19 GMT 2024","111","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Thu Dec 26 11:38:19 GMT 2024","Thu Dec 26 11:38:20 GMT 2024","94","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
