"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","133","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","97","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","112","","","","","","Create a book without an author","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Thu Jan 02 10:32:28 GMT 2025","Thu Jan 02 10:32:30 GMT 2025","1686","","","","","","Successful registration with dynamic email","As a new user
  I want to register an account
  So that I can log in and use the platform"
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","128","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","105","","","","","","Retrieve a non-existent book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Thu Jan 02 10:32:30 GMT 2025","Thu Jan 02 10:32:32 GMT 2025","2883","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"failed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","86","","","","","","Attempt to create a book without being logged in","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","146","","","","","","Update a book with book title containing leading and trailing whitespaces but an existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:32 GMT 2025","Thu Jan 02 10:32:36 GMT 2025","3633","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"failed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","112","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","132","","","","","","Non-logged-in user access","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","114","","","","","","Create a book with numbers in the author field","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","128","","","","","","Retrieve a specific book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","129","","","","","","Update a book with an empty author name","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:13 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","854","","","","","","Retrieve all books","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","124","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:20 GMT 2025","Thu Jan 02 10:32:28 GMT 2025","8248","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"failed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:20 GMT 2025","3267","","","","","","User tries to add an ""Out of Stock"" product to the cart from the product list page",""
"passed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","145","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","167","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Thu Jan 02 10:32:16 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","145","","","","","","Successfully update an existing book","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:15 GMT 2025","118","","","","","","Insert the same book multiple times","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Thu Jan 02 10:32:15 GMT 2025","Thu Jan 02 10:32:16 GMT 2025","207","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Thu Jan 02 10:32:14 GMT 2025","Thu Jan 02 10:32:14 GMT 2025","117","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
