"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 29 08:19:32 GMT 2024","Sun Dec 29 08:19:33 GMT 2024","954","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 08:19:33 GMT 2024","Sun Dec 29 08:19:33 GMT 2024","120","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 08:19:33 GMT 2024","Sun Dec 29 08:19:33 GMT 2024","136","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:19:34 GMT 2024","Sun Dec 29 08:19:34 GMT 2024","133","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:19:33 GMT 2024","Sun Dec 29 08:19:34 GMT 2024","192","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:19:35 GMT 2024","Sun Dec 29 08:19:38 GMT 2024","3201","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"failed","Sun Dec 29 08:19:33 GMT 2024","Sun Dec 29 08:19:33 GMT 2024","111","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 08:19:33 GMT 2024","Sun Dec 29 08:19:33 GMT 2024","108","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 08:19:34 GMT 2024","Sun Dec 29 08:19:34 GMT 2024","185","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 08:19:34 GMT 2024","Sun Dec 29 08:19:35 GMT 2024","1371","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
