"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","128","","","","","","Insert the same book multiple times","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"broken","Sun Dec 29 07:21:00 GMT 2024","Sun Dec 29 07:21:31 GMT 2024","31372","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:21:00 GMT 2024","100","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","126","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","98","","","","","","Attempt to create a book without being logged in","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 07:20:58 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","110","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 07:21:00 GMT 2024","Sun Dec 29 07:21:00 GMT 2024","113","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","131","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","104","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","106","","","","","","Create a book with numbers in the author field","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 07:20:58 GMT 2024","Sun Dec 29 07:20:58 GMT 2024","769","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Sun Dec 29 07:20:58 GMT 2024","Sun Dec 29 07:20:58 GMT 2024","109","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Sun Dec 29 07:21:31 GMT 2024","Sun Dec 29 07:21:34 GMT 2024","2800","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Sun Dec 29 07:20:59 GMT 2024","Sun Dec 29 07:20:59 GMT 2024","100","","","","","","Create a book without an author","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
