"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 31 17:13:45 GMT 2024","Tue Dec 31 17:13:48 GMT 2024","3094","","","","","","Successful registration with dynamic email","As a new user
  I want to register an account
  So that I can log in and use the platform"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","97","","","","","","Create a book with user level credentials","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","88","","","","","","Update the book with user level credentials","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Tue Dec 31 17:13:29 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","99","","","","","","Create a book with whitespace titles","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 17:13:28 GMT 2024","Tue Dec 31 17:13:29 GMT 2024","790","","","","","","Retrieve all books","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Tue Dec 31 17:13:29 GMT 2024","Tue Dec 31 17:13:29 GMT 2024","118","","","","","","Retrieve a non-existent book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"failed","Tue Dec 31 17:13:29 GMT 2024","Tue Dec 31 17:13:29 GMT 2024","98","","","","","","Create a book without a title","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"failed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","106","","","","","","Update a non-existing book ID with a duplicate book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","94","","","","","","Attempt to create a book without being logged in","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"broken","Tue Dec 31 17:13:53 GMT 2024","Tue Dec 31 17:14:27 GMT 2024","34474","","","","","","Add a single product to the wishlist","As a user,
    I want to add products to my wishlist 
    so I can review them later."
"passed","Tue Dec 31 17:13:31 GMT 2024","Tue Dec 31 17:13:31 GMT 2024","16","","","","","","Update a book with author name containing leading and trailing whitespaces","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","109","","","","","","Insert the same book multiple times","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 17:13:35 GMT 2024","Tue Dec 31 17:13:45 GMT 2024","9746","","","","","","Add a product to the cart and verify in the shopping cart","I want to add a product to the cart,
  Verify the product is displayed in the shopping cart,
  And navigate back to the homepage,
  So that I can confirm the cart and navigation functionality work as expected."
"broken","Tue Dec 31 17:13:31 GMT 2024","Tue Dec 31 17:13:31 GMT 2024","11","","","","","","Non-logged-in user access","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"failed","Tue Dec 31 17:13:31 GMT 2024","Tue Dec 31 17:13:35 GMT 2024","4705","","","","","","User tries to add an ""Out of Stock"" product to the cart from the product list page",""
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","91","","","","","","Create a book without an author","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 17:13:29 GMT 2024","Tue Dec 31 17:13:29 GMT 2024","113","","","","","","Successfully create a new book","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:31 GMT 2024","77","","","","","","Update a book with an author name containing not only letters(when numbers and symbols are also there)","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","99","","","","","","Update a non-existing book ID","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:31 GMT 2024","Tue Dec 31 17:13:31 GMT 2024","13","","","","","","Update a book with an empty author name","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:29 GMT 2024","Tue Dec 31 17:13:29 GMT 2024","111","","","","","","Retrieve a specific book by ID","As a user
  I want to retrieve books using the API
  So that I can view details of all books or a specific book"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","90","","","","","","Create a book with numbers in the author field","As a user
  I want to create a new book using the API
  So that the book is stored in the system"
"broken","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","47","","","","","","Successfully update an existing book","As a user 
I want to update a book using API
So that the updated book is stored in the system"
"passed","Tue Dec 31 17:13:48 GMT 2024","Tue Dec 31 17:13:53 GMT 2024","4752","","","","","","Successfully initiate a product return","As a user
  I want to initiate a product return using the UI
  So that the return is processed by the system"
"passed","Tue Dec 31 17:13:30 GMT 2024","Tue Dec 31 17:13:30 GMT 2024","95","","","","","","Update a book with existing book title","As a user 
I want to update a book using API
So that the updated book is stored in the system"
